,make,fuel-type,aspiration,num-of-doors,body-style,drive-wheels,engine-location,wheel-base,length,width,height,curb-weight,engine-type,num-of-cylinders,engine-size,fuel-system,bore,stroke,compression-ratio,horsepower,peak-rpm,price,city-L/100km,highway-L/100km
59,mazda,gas,std,two,hatchback,fwd,front,98.8,0.8543969245555022,0.9236111111111112,0.8979933110367894,2385,ohc,four,122,2bbl,3.39,3.39,8.6,84.0,4800.0,8845,9.038461538461538,7.34375
60,mazda,gas,std,four,sedan,fwd,front,98.8,0.8543969245555022,0.9236111111111112,0.9280936454849499,2410,ohc,four,122,2bbl,3.39,3.39,8.6,84.0,4800.0,8495,9.038461538461538,7.34375
61,mazda,gas,std,two,hatchback,fwd,front,98.8,0.8543969245555022,0.9236111111111112,0.8979933110367894,2385,ohc,four,122,2bbl,3.39,3.39,8.6,84.0,4800.0,10595,9.038461538461538,7.34375
62,mazda,gas,std,four,sedan,fwd,front,98.8,0.8543969245555022,0.9236111111111112,0.9280936454849499,2410,ohc,four,122,2bbl,3.39,3.39,8.6,84.0,4800.0,10245,9.038461538461538,7.34375
63,mazda,diesel,std,four,sedan,fwd,front,98.8,0.8543969245555022,0.9236111111111112,0.9280936454849499,2443,ohc,four,122,idi,3.39,3.39,22.7,64.0,4650.0,10795,6.527777777777778,5.595238095238095
64,mazda,gas,std,four,hatchback,fwd,front,98.8,0.8543969245555022,0.9236111111111112,0.9280936454849499,2425,ohc,four,122,2bbl,3.39,3.39,8.6,84.0,4800.0,11245,9.038461538461538,7.34375
65,mazda,gas,std,four,sedan,rwd,front,104.9,0.8409418548774628,0.9180555555555555,0.9096989966555185,2670,ohc,four,140,mpfi,3.76,3.16,8.0,120.0,5000.0,18280,12.368421052631579,8.703703703703704
66,mazda,diesel,std,four,sedan,rwd,front,104.9,0.8409418548774628,0.9180555555555555,0.9096989966555185,2700,ohc,four,134,idi,3.43,3.64,22.0,72.0,4200.0,18344,7.580645161290323,6.0256410256410255
67,mercedes-benz,diesel,turbo,four,sedan,rwd,front,110.0,0.9173474291206152,0.9763888888888889,0.9448160535117057,3515,ohc,five,183,idi,3.58,3.64,21.5,123.0,4350.0,25552,10.681818181818182,9.4
68,mercedes-benz,diesel,turbo,four,wagon,rwd,front,110.0,0.9173474291206152,0.9763888888888889,0.9816053511705687,3750,ohc,five,183,idi,3.58,3.64,21.5,123.0,4350.0,28248,10.681818181818182,9.4
69,mercedes-benz,diesel,turbo,two,hardtop,rwd,front,106.7,0.9010091302258529,0.9763888888888889,0.9180602006688964,3495,ohc,five,183,idi,3.58,3.64,21.5,123.0,4350.0,28176,10.681818181818182,9.4
70,mercedes-benz,diesel,turbo,four,sedan,rwd,front,115.6,0.9735703988467083,0.9958333333333333,0.9414715719063546,3770,ohc,five,183,idi,3.58,3.64,21.5,123.0,4350.0,31600,10.681818181818182,9.4
71,mercedes-benz,gas,std,four,sedan,rwd,front,115.6,0.9735703988467083,0.9958333333333333,0.9448160535117057,3740,ohcv,eight,234,mpfi,3.46,3.1,8.3,155.0,4750.0,34184,14.6875,13.055555555555555
72,mercedes-benz,gas,std,two,convertible,rwd,front,96.6,0.8664103796251803,0.9791666666666666,0.8494983277591973,3685,ohcv,eight,234,mpfi,3.46,3.1,8.3,155.0,4750.0,35056,14.6875,13.055555555555555
73,mercedes-benz,gas,std,four,sedan,rwd,front,120.9,1.0,0.9958333333333333,0.948160535117057,3900,ohcv,eight,308,mpfi,3.8,3.35,8.0,184.0,4500.0,40960,16.785714285714285,14.6875
74,mercedes-benz,gas,std,two,hardtop,rwd,front,112.0,0.9572320999519461,1.0,0.9264214046822743,3715,ohcv,eight,304,mpfi,3.8,3.35,8.0,184.0,4500.0,45400,16.785714285714285,14.6875
75,mercury,gas,turbo,two,hatchback,rwd,front,102.7,0.857280153772225,0.9444444444444444,0.9163879598662207,2910,ohc,four,140,mpfi,3.78,3.12,8.0,175.0,5000.0,16503,12.368421052631579,9.791666666666666
76,mitsubishi,gas,std,two,hatchback,fwd,front,93.7,0.7558865929841423,0.8944444444444445,0.8494983277591973,1918,ohc,four,92,2bbl,2.97,3.23,9.4,68.0,5500.0,5389,6.351351351351352,5.7317073170731705
77,mitsubishi,gas,std,two,hatchback,fwd,front,93.7,0.7558865929841423,0.8944444444444445,0.8494983277591973,1944,ohc,four,92,2bbl,2.97,3.23,9.4,68.0,5500.0,6189,7.580645161290323,6.184210526315789
78,mitsubishi,gas,std,two,hatchback,fwd,front,93.7,0.7558865929841423,0.8944444444444445,0.8494983277591973,2004,ohc,four,92,2bbl,2.97,3.23,9.4,68.0,5500.0,6669,7.580645161290323,6.184210526315789
79,mitsubishi,gas,turbo,two,hatchback,fwd,front,93.0,0.7558865929841423,0.8861111111111111,0.8494983277591973,2145,ohc,four,98,spdi,3.03,3.39,7.6,102.0,5500.0,7689,9.791666666666666,7.833333333333333
80,mitsubishi,gas,turbo,two,hatchback,fwd,front,96.3,0.8313310908217203,0.9083333333333334,0.8260869565217391,2370,ohc,four,110,spdi,3.17,3.46,7.5,116.0,5500.0,9959,10.217391304347826,7.833333333333333
81,mitsubishi,gas,std,two,hatchback,fwd,front,96.3,0.8313310908217203,0.9083333333333334,0.8260869565217391,2328,ohc,four,122,2bbl,3.35,3.46,8.5,88.0,5000.0,8499,9.4,7.34375
82,mitsubishi,gas,turbo,two,hatchback,fwd,front,95.9,0.8322921672272945,0.9208333333333333,0.8394648829431439,2833,ohc,four,156,spdi,3.58,3.86,7.0,145.0,5000.0,12629,12.368421052631579,9.791666666666666
83,mitsubishi,gas,turbo,two,hatchback,fwd,front,95.9,0.8322921672272945,0.9208333333333333,0.8394648829431439,2921,ohc,four,156,spdi,3.59,3.86,7.0,145.0,5000.0,14869,12.368421052631579,9.791666666666666
84,mitsubishi,gas,turbo,two,hatchback,fwd,front,95.9,0.8322921672272945,0.9208333333333333,0.8394648829431439,2926,ohc,four,156,spdi,3.59,3.86,7.0,145.0,5000.0,14489,12.368421052631579,9.791666666666666
85,mitsubishi,gas,std,four,sedan,fwd,front,96.3,0.8284478616049976,0.9083333333333334,0.8628762541806021,2365,ohc,four,122,2bbl,3.35,3.46,8.5,88.0,5000.0,6989,9.4,7.34375
86,mitsubishi,gas,std,four,sedan,fwd,front,96.3,0.8284478616049976,0.9083333333333334,0.8628762541806021,2405,ohc,four,122,2bbl,3.35,3.46,8.5,88.0,5000.0,8189,9.4,7.34375
87,mitsubishi,gas,turbo,four,sedan,fwd,front,96.3,0.8284478616049976,0.9083333333333334,0.8628762541806021,2403,ohc,four,110,spdi,3.17,3.46,7.5,116.0,5500.0,9279,10.217391304347826,7.833333333333333
88,mitsubishi,gas,std,four,sedan,fwd,front,96.3,0.8284478616049976,0.9083333333333334,0.8628762541806021,2403,ohc,four,110,spdi,3.17,3.46,7.5,116.0,5500.0,9279,10.217391304347826,7.833333333333333
89,nissan,gas,std,two,sedan,fwd,front,94.5,0.794329649207112,0.8861111111111111,0.911371237458194,1889,ohc,four,97,2bbl,3.15,3.29,9.4,69.0,5200.0,5499,7.580645161290323,6.351351351351352
90,nissan,diesel,std,two,sedan,fwd,front,94.5,0.794329649207112,0.8861111111111111,0.911371237458194,2017,ohc,four,103,idi,2.99,3.47,21.9,55.0,4800.0,7099,5.222222222222222,4.7
91,nissan,gas,std,two,sedan,fwd,front,94.5,0.794329649207112,0.8861111111111111,0.911371237458194,1918,ohc,four,97,2bbl,3.15,3.29,9.4,69.0,5200.0,6649,7.580645161290323,6.351351351351352
92,nissan,gas,std,four,sedan,fwd,front,94.5,0.794329649207112,0.8861111111111111,0.911371237458194,1938,ohc,four,97,2bbl,3.15,3.29,9.4,69.0,5200.0,6849,7.580645161290323,6.351351351351352
93,nissan,gas,std,four,wagon,fwd,front,94.5,0.8178760211436809,0.8861111111111111,0.8946488294314382,2024,ohc,four,97,2bbl,3.15,3.29,9.4,69.0,5200.0,7349,7.580645161290323,6.351351351351352
94,nissan,gas,std,two,sedan,fwd,front,94.5,0.794329649207112,0.8861111111111111,0.911371237458194,1951,ohc,four,97,2bbl,3.15,3.29,9.4,69.0,5200.0,7299,7.580645161290323,6.351351351351352
95,nissan,gas,std,two,hatchback,fwd,front,94.5,0.7957712638154734,0.8861111111111111,0.8913043478260869,2028,ohc,four,97,2bbl,3.15,3.29,9.4,69.0,5200.0,7799,7.580645161290323,6.351351351351352
96,nissan,gas,std,four,sedan,fwd,front,94.5,0.794329649207112,0.8861111111111111,0.911371237458194,1971,ohc,four,97,2bbl,3.15,3.29,9.4,69.0,5200.0,7499,7.580645161290323,6.351351351351352
97,nissan,gas,std,four,wagon,fwd,front,94.5,0.8178760211436809,0.8861111111111111,0.8946488294314382,2037,ohc,four,97,2bbl,3.15,3.29,9.4,69.0,5200.0,7999,7.580645161290323,6.351351351351352
98,nissan,gas,std,two,hardtop,fwd,front,95.1,0.7803940413262855,0.8861111111111111,0.8913043478260869,2008,ohc,four,97,2bbl,3.15,3.29,9.4,69.0,5200.0,8249,7.580645161290323,6.351351351351352
99,nissan,gas,std,four,hatchback,fwd,front,97.2,0.8332532436328689,0.9055555555555556,0.9147157190635452,2324,ohc,four,120,2bbl,3.33,3.47,8.5,97.0,5200.0,8949,8.703703703703704,6.911764705882353
100,nissan,gas,std,four,sedan,fwd,front,97.2,0.8332532436328689,0.9055555555555556,0.9147157190635452,2302,ohc,four,120,2bbl,3.33,3.47,8.5,97.0,5200.0,9549,8.703703703703704,6.911764705882353
101,nissan,gas,std,four,sedan,fwd,front,100.4,0.8731379144641999,0.9236111111111112,0.9214046822742475,3095,ohcv,six,181,mpfi,3.43,3.27,9.0,152.0,5200.0,13499,13.823529411764707,10.681818181818182
102,nissan,gas,std,four,wagon,fwd,front,100.4,0.8870735223450265,0.9236111111111112,0.9381270903010034,3296,ohcv,six,181,mpfi,3.43,3.27,9.0,152.0,5200.0,14399,13.823529411764707,10.681818181818182
103,nissan,gas,std,four,sedan,fwd,front,100.4,0.8870735223450265,0.9236111111111112,0.9214046822742475,3060,ohcv,six,181,mpfi,3.43,3.27,9.0,152.0,5200.0,13499,12.368421052631579,9.4
104,nissan,gas,std,two,hatchback,rwd,front,91.3,0.8202787121576165,0.9430555555555556,0.831103678929766,3071,ohcv,six,181,mpfi,3.43,3.27,9.0,160.0,5200.0,17199,12.368421052631579,9.4
105,nissan,gas,turbo,two,hatchback,rwd,front,91.3,0.8202787121576165,0.9430555555555556,0.831103678929766,3139,ohcv,six,181,mpfi,3.43,3.27,7.8,200.0,5200.0,19699,13.823529411764707,10.217391304347826
106,nissan,gas,std,two,hatchback,rwd,front,99.2,0.857760691975012,0.9430555555555556,0.831103678929766,3139,ohcv,six,181,mpfi,3.43,3.27,9.0,160.0,5200.0,18399,12.368421052631579,9.4
107,peugot,gas,std,four,sedan,rwd,front,107.9,0.897164824603556,0.9500000000000001,0.948160535117057,3020,l,four,120,mpfi,3.46,3.19,8.4,97.0,5000.0,11900,12.368421052631579,9.791666666666666
108,peugot,diesel,turbo,four,sedan,rwd,front,107.9,0.897164824603556,0.9500000000000001,0.948160535117057,3197,l,four,152,idi,3.7,3.52,21.0,95.0,4150.0,13200,8.392857142857142,7.121212121212121
109,peugot,gas,std,four,wagon,rwd,front,114.2,0.9557904853435849,0.9500000000000001,0.9816053511705687,3230,l,four,120,mpfi,3.46,3.19,8.4,97.0,5000.0,12440,12.368421052631579,9.791666666666666
110,peugot,diesel,turbo,four,wagon,rwd,front,114.2,0.9557904853435849,0.9500000000000001,0.9816053511705687,3430,l,four,152,idi,3.7,3.52,21.0,95.0,4150.0,13860,9.4,9.4
111,peugot,gas,std,four,sedan,rwd,front,107.9,0.897164824603556,0.9500000000000001,0.948160535117057,3075,l,four,120,mpfi,3.46,2.19,8.4,95.0,5000.0,15580,12.368421052631579,9.791666666666666
112,peugot,diesel,turbo,four,sedan,rwd,front,107.9,0.897164824603556,0.9500000000000001,0.948160535117057,3252,l,four,152,idi,3.7,3.52,21.0,95.0,4150.0,16900,8.392857142857142,7.121212121212121
113,peugot,gas,std,four,wagon,rwd,front,114.2,0.9557904853435849,0.9500000000000001,0.948160535117057,3285,l,four,120,mpfi,3.46,2.19,8.4,95.0,5000.0,16695,12.368421052631579,9.791666666666666
114,peugot,diesel,turbo,four,wagon,rwd,front,114.2,0.9557904853435849,0.9500000000000001,0.9816053511705687,3485,l,four,152,idi,3.7,3.52,21.0,95.0,4150.0,17075,9.4,9.4
115,peugot,gas,std,four,sedan,rwd,front,107.9,0.897164824603556,0.9500000000000001,0.948160535117057,3075,l,four,120,mpfi,3.46,3.19,8.4,97.0,5000.0,16630,12.368421052631579,9.791666666666666
116,peugot,diesel,turbo,four,sedan,rwd,front,107.9,0.897164824603556,0.9500000000000001,0.948160535117057,3252,l,four,152,idi,3.7,3.52,21.0,95.0,4150.0,17950,8.392857142857142,7.121212121212121
117,peugot,gas,turbo,four,sedan,rwd,front,108.0,0.897164824603556,0.9486111111111111,0.9364548494983278,3130,l,four,134,mpfi,3.61,3.21,7.0,142.0,5600.0,18150,13.055555555555555,9.791666666666666
118,plymouth,gas,std,two,hatchback,fwd,front,93.7,0.7558865929841423,0.8861111111111111,0.8494983277591973,1918,ohc,four,90,2bbl,2.97,3.23,9.4,68.0,5500.0,5572,6.351351351351352,5.7317073170731705
119,plymouth,gas,turbo,two,hatchback,fwd,front,93.7,0.7558865929841423,0.8861111111111111,0.8494983277591973,2128,ohc,four,98,spdi,3.03,3.39,7.6,102.0,5500.0,7957,9.791666666666666,7.833333333333333
120,plymouth,gas,std,four,hatchback,fwd,front,93.7,0.7558865929841423,0.8861111111111111,0.8461538461538463,1967,ohc,four,90,2bbl,2.97,3.23,9.4,68.0,5500.0,6229,7.580645161290323,6.184210526315789
121,plymouth,gas,std,four,sedan,fwd,front,93.7,0.8039404132628545,0.8861111111111111,0.8494983277591973,1989,ohc,four,90,2bbl,2.97,3.23,9.4,68.0,5500.0,6692,7.580645161290323,6.184210526315789
122,plymouth,gas,std,four,sedan,fwd,front,93.7,0.8039404132628545,0.8861111111111111,0.8494983277591973,2191,ohc,four,98,2bbl,2.97,3.23,9.4,68.0,5500.0,7609,7.580645161290323,6.184210526315789
123,plymouth,gas,std,four,wagon,fwd,front,103.3,0.8390197020663143,0.8972222222222221,1.0,2535,ohc,four,122,2bbl,3.35,3.46,8.5,88.0,5000.0,8921,9.791666666666666,7.833333333333333
124,plymouth,gas,turbo,two,hatchback,rwd,front,95.9,0.8322921672272945,0.9208333333333333,0.8394648829431439,2818,ohc,four,156,spdi,3.59,3.86,7.0,145.0,5000.0,12764,12.368421052631579,9.791666666666666
125,porsche,gas,std,two,hatchback,rwd,front,94.5,0.8116290245074483,0.9486111111111111,0.8394648829431439,2778,ohc,four,151,mpfi,3.94,3.11,9.5,143.0,5500.0,22018,12.368421052631579,8.703703703703704
126,porsche,gas,std,two,hardtop,rwd,rear,89.5,0.8116290245074483,0.9027777777777778,0.8628762541806021,2756,ohcf,six,194,mpfi,3.74,2.9,9.5,207.0,5900.0,32528,13.823529411764707,9.4
127,porsche,gas,std,two,hardtop,rwd,rear,89.5,0.8116290245074483,0.9027777777777778,0.8628762541806021,2756,ohcf,six,194,mpfi,3.74,2.9,9.5,207.0,5900.0,34028,13.823529411764707,9.4
